"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"D6G5647S","journalArticle","2024","Oztas, Berkan; Cetinkaya, Deniz; Adedoyin, Festus; Budka, Marcin; Aksu, Gokhan; Dogan, Huseyin","Transaction monitoring in anti-money laundering: A qualitative analysis and points of view from industry","Future Generation Computer Systems","","0167-739X","10.1016/j.future.2024.05.027","https://www.sciencedirect.com/science/article/pii/S0167739X24002607","Financial institutions face significant challenges in their efforts to prevent money laundering and terrorist financing due to criminals’ continuously evolving techniques and the vast volume of transactions that need to be processed. The traditional rules-based methods utilised in banks produce high false positive rates, which lead to increased costs and inefficiencies. This study identified the perspectives of 8 anti-money laundering (AML) specialists on the current state and potential improvements in transaction monitoring methods. The results provide in-depth knowledge of the problems and requirements for researchers and practitioners. Semi-structured interviews conducted with the AML experts (totalling 480 min) identified the challenges, requirements for successful implementation, and future trends in transaction monitoring. The findings reveal a growing interest in machine learning and artificial intelligence to enhance the efficiency and accuracy of current approaches. Furthermore, innovative methods such as graph analysis and anomaly detection were suggested to overcome the limitations of rule-based systems. Requirements such as explainability, flexibility, and identifying new risks were extracted and analysed. This research contributes to the existing literature by providing valuable insights from industry experts, guiding the development of advanced transaction monitoring methods, and addressing the disconnect and lack of studies between industries and academicians in the domain.","2024-10-01","2026-01-27 22:44:21","2026-01-27 23:13:04","2026-01-27 22:44:21","161-171","","","159","","Future Generation Computer Systems","Transaction monitoring in anti-money laundering","","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\KAUQX9UJ\Oztas et al. - 2024 - Transaction monitoring in anti-money laundering A qualitative analysis and points of view from indu.pdf; C:\Users\T470s\Zotero\storage\4Y8CBJFJ\S0167739X24002607.html","","","Machine learning; Anti-money laundering; Artificial intelligence; Suspicious transactions; Transaction monitoring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N8NZBYLP","journalArticle","2025","Halford, Eric; Gibson, Ian; Newfield, Mark; Dhanwala, Mufazzal","Developing a scoring model for managing money laundering transactions using machine learning","Journal of Money Laundering Control","","1368-5201","10.1108/JMLC-09-2024-0152","https://doi.org/10.1108/JMLC-09-2024-0152","The purpose of this study is twofold. Firstly, this study outlines the creation of an ML “bolt on” transaction monitoring risk scoring model. This ML model uses predictive classification to score the likelihood of an alert being a false or true positive based on historical data. Secondly, this study explores the results of implementing the model in a real-world environment. This is valuable, as it explores the potential to reduce the workload on human analysts responsible for reviewing alerts, by “hibernating” low-risk alerts and “auto-escalating” high-risk alerts.Machine learning is used to create a “bolt on” model that sits on top of existing rule-based transaction monitoring systems to improve their effectiveness and efficiency. This was achieved by developing a model to mimic the analysts alert review process with the aim of improving efficiency, reducing investigation timeliness and ultimately reducing time-to-SAR duration. The model did so by scoring anti-money laundering (AML) alerts to help conduct three actions: automatic hibernation of low-risk alerts; review of medium-risk alerts by the level 1 team; and auto-escalation of high-risk alerts to the level 2 team for detailed investigation.The model was successful in consistently identifying low-risk alerts correctly, significantly reducing the volume of false positives that needed manual review. Prior to implementation, 100% of alerts had to be reviewed, by the end of the examined period, 19% of alerts were hibernated and 18% of alerts were auto-escalated. Time taken to investigate and submit SARs was reduced by 61%.The practical implications of the study lie in its contributions to helping banking institutions effectively keep pace with the increasing volume of transactions, in a cost effective and efficient manner, which has a positive effect on their reputation through enhancing their AML response.The model outlined greatly enhances the timeliness of investigations, which is crucial for money laundering prevention and enables timely responses by institutions and law enforcement agencies to make better use of the investigation timeframe after an offence is identified, enabling them to more rapidly address threats, freeze assets when necessary, and secure vital evidence before it is lost.This study provides a blueprint for other financial institutions to consider similar approaches to AML. This is significant because previous studies of machine learning applications in the domain of AML have not explored this type of use before, particularly in the context of machine learning ensembled techniques. It also addressed several cited limitations of previous research by increasing the depth of information in the datasets used and providing a formal evaluation. Importantly, the blueprint and evaluation metrics used in this study ensure its reproducibility, addressing another previously identified academic issue.","2025-03-24","2026-01-27 23:03:14","2026-01-27 23:13:38","2026-01-27 23:03:14","30-49","","7","28","","Journal of Money Laundering Control","","","","","","","","","","","","","Silverchair","","","","C:\Users\T470s\Zotero\storage\3577RNBL\Halford et al. - 2025 - Developing a scoring model for managing money laundering transactions using machine learning.pdf; C:\Users\T470s\Zotero\storage\PJ2FCQI5\JMLC-09-2024-0152.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5K7X9BRR","journalArticle","2025","Anshelevich, Dmitry; Katz, Gilad","Synthetic tabular data generation using a VAE-GAN architecture","Knowledge-Based Systems","","0950-7051","10.1016/j.knosys.2025.113997","https://www.sciencedirect.com/science/article/pii/S0950705125010421","Synthetic data generation (SDG) can be used to augment an existing dataset or create a new dataset with statistical characteristics similar to the original. SDG for tabular data is challenging because of the need to model both continuous and categorical features and their correlations. multiple approaches for tabular SDG use generative adversarial networks (GAN) or variational autoencoders (VAEs). Generally, GAN-based architectures create high-quality samples but have greater difficulty modeling the distribution of the target dataset. VAE-based approaches accurately model the data distribution but sometimes produce lower-quality samples. In this study, we propose T-VAE-GAN, a novel solution for tabular SDG. Our approach hierarchically combines GANs and VAEs to enable the generation of high-quality samples while ensuring that the overall feature distribution is highly similar to that of the original dataset. Extensive evaluation on a large number of datasets shows that our approach either outperforms or achieves comparable results to leading approaches while also being more computationally efficient.","2025-09-27","2026-01-27 23:20:18","2026-01-27 23:20:18","2026-01-27 23:20:17","113997","","","326","","Knowledge-Based Systems","","","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\4GNWPFMD\S0950705125010421.html","","","Generative adversarial networks; Synthetic data generation; Tabular data; Variational autoencoders","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8RVMLV5S","journalArticle","2026","Zhang, Qian; Liu, Leyuan; Lan, Tian; Chen, Wei; Chen, Ruidong; Zhang, Xiaosong","RACLA: Role-aware continual learning for robust AML detection","Expert Systems with Applications","","0957-4174","10.1016/j.eswa.2025.130136","https://www.sciencedirect.com/science/article/pii/S0957417425037510","With increasing regulatory scrutiny, money laundering techniques rapidly evolve, creating severe concept drift and catastrophic forgetting issues in anti-money laundering (AML) detection systems. Existing models face sharp declines in detecting previously learned laundering patterns upon exposure to new ones. To address this challenge, we propose a novel node replay selection mechanism, strategically designed to maintain comprehensive coverage of diverse roles within criminal money laundering networks-specifically targeting placement, layering, and integration stages. By selectively replaying nodes representative of these functional roles, our method effectively mitigates catastrophic forgetting while enhancing robustness against emerging laundering schemes. Extensive evaluations on benchmark datasets (Elliptic and AMLWorld) demonstrate that our framework, termed RACLA (Role-Aware Continual Learning for Robust AML detection), significantly outperforms state-of-the-art approaches, achieving approximately 20 % improvement in detection accuracy and notable gains in recall and F1 scores. This work provides a new paradigm for robust AML detection in dynamically evolving environments.","2026-03-01","2026-01-27 23:21:26","2026-01-27 23:21:26","2026-01-27 23:21:26","130136","","","299","","Expert Systems with Applications","RACLA","","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\WLTZ2DIC\S0957417425037510.html","","","Anti-money laundering; Concept drift; Continual learning; Experience replay","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BMBC5TRC","journalArticle","2025","Kindji, G. Charbel N.; Rojas-Barahona, Lina M.; Fromont, Elisa; Urvoy, Tanguy","Tabular data generation models: An in-depth survey and performance benchmarks with extensive tuning","Neurocomputing","","0925-2312","10.1016/j.neucom.2025.131655","https://www.sciencedirect.com/science/article/pii/S0925231225023276","Generating realistic, safe, and useful tabular data is important for downstream tasks such as privacy preserving, imputation, oversampling, explainability, and simulation. However, the structure of tabular data, marked by heterogeneous types, non-smooth distributions, complex feature dependencies, and categorical imbalance, poses significant challenges. Although many generative approaches have been proposed, a fair and unified evaluation across datasets remains missing. This work benchmarks five recent model families on 16 diverse datasets (average 80 K rows), with careful optimization of hyperparameters, feature encodings, and architectures. We show that dataset-specific tuning leads to substantial performance gains, particularly for diffusion-based models. We further introduce constrained hyperparameter spaces that retain competitive performance while significantly reducing tuning cost, enabling efficient model selection under fixed GPU budgets. As future perspectives, we can study cross-domain and cross-table generation.","2025-12-28","2026-01-27 23:22:22","2026-01-27 23:22:22","2026-01-27 23:22:22","131655","","","658","","Neurocomputing","Tabular data generation models","","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\SQR2A6YK\S0925231225023276.html","","","Deep learning; Evaluation metrics; Generative models; Hyperparameter tuning; Neural architecture search; Tabular data generation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCIVRHNU","journalArticle","2024","Pezoulas, Vasileios C.; Zaridis, Dimitrios I.; Mylona, Eugenia; Androutsos, Christos; Apostolidis, Kosmas; Tachos, Nikolaos S.; Fotiadis, Dimitrios I.","Synthetic data generation methods in healthcare: A review on open-source tools and methods","Computational and Structural Biotechnology Journal","","2001-0370","10.1016/j.csbj.2024.07.005","https://www.sciencedirect.com/science/article/pii/S2001037024002393","Synthetic data generation has emerged as a promising solution to overcome the challenges which are posed by data scarcity and privacy concerns, as well as, to address the need for training artificial intelligence (AI) algorithms on unbiased data with sufficient sample size and statistical power. Our review explores the application and efficacy of synthetic data methods in healthcare considering the diversity of medical data. To this end, we systematically searched the PubMed and Scopus databases with a great focus on tabular, imaging, radiomics, time-series, and omics data. Studies involving multi-modal synthetic data generation were also explored. The type of method used for the synthetic data generation process was identified in each study and was categorized into statistical, probabilistic, machine learning, and deep learning. Emphasis was given to the programming languages used for the implementation of each method. Our evaluation revealed that the majority of the studies utilize synthetic data generators to: (i) reduce the cost and time required for clinical trials for rare diseases and conditions, (ii) enhance the predictive power of AI models in personalized medicine, (iii) ensure the delivery of fair treatment recommendations across diverse patient populations, and (iv) enable researchers to access high-quality, representative multimodal datasets without exposing sensitive patient information, among others. We underline the wide use of deep learning based synthetic data generators in 72.6 % of the included studies, with 75.3 % of the generators being implemented in Python. A thorough documentation of open-source repositories is finally provided to accelerate research in the field.","2024-12-01","2026-01-27 23:24:36","2026-01-27 23:24:36","2026-01-27 23:24:36","2892-2910","","","23","","Computational and Structural Biotechnology Journal","Synthetic data generation methods in healthcare","","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\T6DFG9XZ\S2001037024002393.html","","","Artificial intelligence; Synthetic data generation; Tabular data; Data privacy; Healthcare; Imaging data; Multimodal data; Omics data; Radiomics data; Time-series data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KWPDQYGP","journalArticle","2023","Murtaza, Hajra; Ahmed, Musharif; Khan, Naurin Farooq; Murtaza, Ghulam; Zafar, Saad; Bano, Ambreen","Synthetic data generation: State of the art in health care domain","Computer Science Review","","1574-0137","10.1016/j.cosrev.2023.100546","https://www.sciencedirect.com/science/article/pii/S1574013723000138","Recent progress in artificial intelligence and machine learning has led to the growth of research in every aspect of life including the health care domain. However, privacy risks and legislations hinder the availability of patient data to researchers. Synthetic data (SD) has been regarded as a privacy-safe alternative to real data and has lately been employed in many research and academic endeavors. This growing body of research needs to be consolidated for the researchers and practitioners to gain a quick and fruitful comprehension of the state of the art in synthetic data generation in health care. The purpose of this study is to collate and synthesize the current state of synthetic data generation following a narrative review of 70 peer-reviewed studies discussing privacy-preserving synthetic medical data generation techniques. The literature shows the effectiveness of synthetic datasets for different applications in research, academics, and testing according to existing statistical and task-based utility metrics. However, the focus on longitudinal synthetic data seems deficient. Moreover, a unified metric for generic quality assessment of synthetic data is lacking. The results of this review will serve as a quick reference guide for the researchers and practitioners in the healthcare domain to select a suitable synthetic data strategy for their application based on its strengths and weaknesses and pave the path for further research and development in healthcare.","2023-05-01","2026-01-27 23:26:06","2026-01-27 23:26:06","2026-01-27 23:26:06","100546","","","48","","Computer Science Review","Synthetic data generation","","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\YVRRXMVS\S1574013723000138.html","","","Generative adversarial networks; Synthetic data; Data privacy; Electronic health records; Health informatics; Medical informatics; Privacy preserving data publishing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QFFPDXX7","journalArticle","2020","Craja, Patricia; Kim, Alisa; Lessmann, Stefan","Deep learning for detecting financial statement fraud","Decision Support Systems","","0167-9236","10.1016/j.dss.2020.113421","https://www.sciencedirect.com/science/article/pii/S0167923620301767","Financial statement fraud is an area of significant consternation for potential investors, auditing companies, and state regulators. The paper proposes an approach for detecting statement fraud through the combination of information from financial ratios and managerial comments within corporate annual reports. We employ a hierarchical attention network (HAN) to extract text features from the Management Discussion and Analysis (MD&A) section of annual reports. The model is designed to offer two distinct features. First, it reflects the structured hierarchy of documents, which previous approaches were unable to capture. Second, the model embodies two different attention mechanisms at the word and sentence level, which allows content to be differentiated in terms of its importance in the process of constructing the document representation. As a result of its architecture, the model captures both content and context of managerial comments, which serve as supplementary predictors to financial ratios in the detection of fraudulent reporting. Additionally, the model provides interpretable indicators denoted as “red-flag” sentences, which assist stakeholders in their process of determining whether further investigation of a specific annual report is required. Empirical results demonstrate that textual features of MD&A sections extracted by HAN yield promising classification results and substantially reinforce financial ratios.","2020-12-01","2026-01-27 23:39:21","2026-01-27 23:39:21","2026-01-27 23:39:21","113421","","","139","","Decision Support Systems","","","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\GS7A4SNW\S0167923620301767.html","","","Fraud detection; Deep learning; Financial statements; Text analytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y2Q64ESR","journalArticle","2024","de la Cruz-Ruiz, Freddy; Canul-Reich, Juana; Rivera-López, Rafael; de la Cruz-Hernández, Erick","Impact of data balancing a multiclass dataset before the creation of association rules to study bacterial vaginosis","Intelligent Medicine","","2667-1026","10.1016/j.imed.2023.02.001","https://www.sciencedirect.com/science/article/pii/S2667102623000190","Background Bacterial vaginosis is a polymicrobial syndrome in which the homeostasis exerted by the Latobacillus species that protect the vaginal mucosa has been lost. This study explored the data balancing process with the intention of improving the quality of association rules. The article aimed to balance the unbalanced multiclass dataset to improve association rule creation. Methods A dataset with 201 observations and 58 variables was analyzed. A preconstructed dataset was used. The authors collected the data between August 2016 and October 2018 in Tabasco, Mexico. The study population comprised sexually active women ages 18 to 50 who underwent gynecological inspection at the infectious and metabolic diseases research laboratory at the Universidad Juarez Autonoma de Tabasco. To determine the best k-value, the random-forest algorithm was used and the balancing was performed with the synthetic minority over-sampling technique (SMOTE), random over-sampling examples (ROSE), and adaptive syntetic sampling approach for imbalanced learning (ADASYN) algorithms. The Apriori algorithm created the rules and to select rules with statistical significance, the is.redundant(), is.significant(), and is.maximal() functions and quality metric Fisher’s exact tes were used. The biological validation was carried out by the expert (bacteriologist). Results The ADASYN algorithm at K=9 the out of the bag (OOB) error was zero, this was the best K-values. In the balancing process the ADASYN algorithm show best the performance. From the dataset balanced with ADASYN, the apriori algorithm created the association rules and the selection with the quality metric Fisher’s exact test, and the biological validation reported 13 rules. Gram - bacteria Atopobium vaginae, Gardnerella vaginalis, Megasphaera filotipo 1, Mycoplasma hominis and Ureaplasma parvum were detected by the apriori algorithm from the balanced dataset. Conclusion Balancing may improve the creation of association rules to efficiently model the bacteria that cause bacterial vaginosis.","2024-08-01","2026-01-27 23:40:30","2026-01-27 23:40:30","2026-01-27 23:40:30","188-199","","3","4","","Intelligent Medicine","","","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\U74ZEZHS\S2667102623000190.html","","","Bacterial vaginosis; Data balancing; Random forest; Synthetic minority over-sampling technique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KNHPKDB3","journalArticle","2021","Baesens, Bart; Höppner, Sebastiaan; Verdonck, Tim","Data engineering for fraud detection","Decision Support Systems","","0167-9236","10.1016/j.dss.2021.113492","https://www.sciencedirect.com/science/article/pii/S0167923621000026","Financial institutions increasingly rely upon data-driven methods for developing fraud detection systems, which are able to automatically detect and block fraudulent transactions. From a machine learning perspective, the task of detecting suspicious transactions is a binary classification problem and therefore many techniques can be applied. Interpretability is however of utmost importance for the management to have confidence in the model and for designing fraud prevention strategies. Moreover, models that enable the fraud experts to understand the underlying reasons why a case is flagged as suspicious will greatly facilitate their job of investigating the suspicious transactions. Therefore, we propose several data engineering techniques to improve the performance of an analytical model while retaining the interpretability property. Our data engineering process is decomposed into several feature and instance engineering steps. We illustrate the improvement in performance of these data engineering steps for popular analytical models on a real payment transactions data set.","2021-11-01","2026-01-27 23:47:37","2026-01-27 23:47:37","2026-01-27 23:47:37","113492","","","150","","Decision Support Systems","","Interpretable Data Science For Decision Making","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\ME5TP9PA\Baesens et al. - 2021 - Data engineering for fraud detection.pdf; C:\Users\T470s\Zotero\storage\QUZDREN6\S0167923621000026.html","","","Cost-based model evaluation; Decision analysis; Feature engineering; Instance engineering; Payment transactions fraud","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RRLSCJ6N","webpage","2022","Endres, Markus","Synthetic Data Generation: A Comparative Study | Proceedings of the 26th International Database Engineered Applications Symposium","","","","10.1145/3548785.3548793","https://dl.acm.org/doi/10.1145/3548785.3548793","","2022","2026-01-27 23:49:07","2026-01-27 23:51:53","2026-01-27 23:49:07","","","","","","","","","","","","","","","","","","","","","","","C:\Users\T470s\Zotero\storage\4KRIFMYH\3548785.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIV2WI54","journalArticle","2025","Hafez, Ibrahim Y.; Hafez, Ahmed Y.; Saleh, Ahmed; Abd El-Mageed, Amr A.; Abohany, Amr A.","A systematic review of AI-enhanced techniques in credit card fraud detection","Journal of Big Data","","2196-1115","10.1186/s40537-024-01048-8","https://doi.org/10.1186/s40537-024-01048-8","The rapid increase of fraud attacks on banking systems, financial institutions, and even credit card holders demonstrate the high demand for enhanced fraud detection (FD) systems for these attacks. This paper provides a systematic review of enhanced techniques using Artificial Intelligence (AI), machine learning (ML), deep learning (DL), and meta-heuristic optimization (MHO) algorithms for credit card fraud detection (CCFD). Carefully selected recent research papers have been investigated to examine the effectiveness of these AI-integrated approaches in recognizing a wide range of fraud attacks. These AI techniques were evaluated and compared to discover the advantages and disadvantages of each one, leading to the exploration of existing limitations of ML or DL-enhanced models. Discovering the limitation is crucial for future work and research to increase the effectiveness and robustness of various AI models. The key finding from this study demonstrates the need for continuous development of AI models that could be alert to the latest fraudulent activities.","2025-01-14","2026-01-28 00:04:33","2026-01-28 00:04:33","2026-01-28 00:04:33","6","","1","12","","J Big Data","","","","","","","","en","","","","","Springer Link","","","","C:\Users\T470s\Zotero\storage\6STPUSI5\Hafez et al. - 2025 - A systematic review of AI-enhanced techniques in credit card fraud detection.pdf","","","Cybersecurity; Fraud detection (FD); Credit card fraud detection (CCFD); Machine learning (ML); Deep learning (DL); Fraud attacks; Meta-heuristic optimization (MHO)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JVZWS5LW","journalArticle","2023","Cherif, Asma; Badhib, Arwa; Ammar, Heyfa; Alshehri, Suhair; Kalkatawi, Manal; Imine, Abdessamad","Credit card fraud detection in the era of disruptive technologies: A systematic review","Journal of King Saud University - Computer and Information Sciences","","1319-1578","10.1016/j.jksuci.2022.11.008","https://www.sciencedirect.com/science/article/pii/S1319157822004062","Credit card fraud is becoming a serious and growing problem as a result of the emergence of innovative technologies and communication methods, such as contactless payment. In this article, we present an in-depth review of cutting-edge research on detecting and predicting fraudulent credit card transactions conducted from 2015 to 2021 inclusive. The selection of 40 relevant articles is reviewed and categorized according to the topics covered (class imbalance problem, feature engineering, etc.) and the machine learning technology used (modelling traditional and deep learning). Our study shows a limited investigation to date into deep learning, revealing that more research is required to address the challenges associated with detecting credit card fraud through the use of new technologies such as big data analytics, large-scale machine learning and cloud computing. Raising current research issues and highlighting future research directions, our study provides a useful source to guide academic and industrial researchers in evaluating financial fraud detection systems and designing robust solutions.","2023-01-01","2026-01-28 00:05:26","2026-01-28 00:05:26","2026-01-28 00:05:25","145-174","","1","35","","Journal of King Saud University - Computer and Information Sciences","Credit card fraud detection in the era of disruptive technologies","","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\ES7QE2WD\S1319157822004062.html","","","Machine learning; Deep learning; Credit card fraud detection; Class imbalance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4DPGQLQ","journalArticle","2025","Gain, Mrityunjoy; Amirjon, Asadov; Dam, Sumit Kumar; Adhikary, Apurba; Bairagi, Anupam Kumar; Debnath, Rameswar; Raha, Avi Deb","Dynamic Balanced Training Regimes: Elevating model performance through iterative training with imbalanced superset and balanced subset alternation","Expert Systems with Applications","","0957-4174","10.1016/j.eswa.2025.126423","https://www.sciencedirect.com/science/article/pii/S0957417425000454","Handling imbalanced datasets in deep learning presents a significant challenge, often resulting in biased model performance. While large models with high parameter counts can mitigate this issue through data augmentation or resampling, lightweight models struggle to achieve similar effectiveness. To address this gap, we propose a novel approach named Dynamic Balanced Training Regimes (DBTR). The DBTR framework systematically tackles class imbalance by alternating between training on an imbalanced superset and a dynamically balanced subset. This iterative approach enhances model performance by exposing it to diverse data distributions. We provide a theorem that demonstrates the efficacy of this method, beginning with the imbalanced superset and progressively shifting to the balanced subsets. Our extensive experiments, utilizing the highly imbalanced HAM10000 benchmark, evaluate various models to assess the robustness and effectiveness of the proposed DBTR methodology. Results indicate that our proposed model achieves an accuracy of 91.02%, outperforming other high-parameter models. This analysis highlights the practical applicability and benefits of our training method, contributing valuable insights for advancing machine learning techniques.","2025-04-15","2026-01-28 00:08:26","2026-01-28 00:08:26","2026-01-28 00:08:26","126423","","","269","","Expert Systems with Applications","Dynamic Balanced Training Regimes","","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\IVGF2U4P\S0957417425000454.html","","","Balanced subset; Balanced training; DBTR; Imbalanced dataset; Imbalanced superset; Training alternation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JLEZDYJP","journalArticle","2023","Celik, Bilge; Singh, Prabhant; Vanschoren, Joaquin","Online AutoML: an adaptive AutoML framework for online learning","Machine Learning","","1573-0565","10.1007/s10994-022-06262-0","https://doi.org/10.1007/s10994-022-06262-0","Automated Machine Learning (AutoML) has been used successfully in settings where the learning task is assumed to be static. In many real-world scenarios, however, the data distribution will evolve over time, and it is yet to be shown whether AutoML techniques can effectively design online pipelines in dynamic environments. This study aims to automate pipeline design for online learning while continuously adapting to data drift. For this purpose, we design an adaptive Online Automated Machine Learning (OAML) system, searching the complete pipeline configuration space of online learners, including preprocessing algorithms and ensembling techniques. This system combines the inherent adaptation capabilities of online learners with fast automated pipeline (re)optimization. Focusing on optimization techniques that can adapt to evolving objectives, we evaluate asynchronous genetic programming and asynchronous successive halving to optimize these pipelines continually. We experiment on real and artificial data streams with varying types of concept drift to test the performance and adaptation capabilities of the proposed system. The results confirm the utility of OAML over popular online learning algorithms and underscore the benefits of continuous pipeline redesign in the presence of data drift.","2023-06-01","2026-01-28 00:09:49","2026-01-28 00:09:49","2026-01-28 00:09:49","1897-1921","","6","112","","Mach Learn","Online AutoML","","","","","","","en","","","","","Springer Link","","","","C:\Users\T470s\Zotero\storage\PDV5AD7X\Celik et al. - 2023 - Online AutoML an adaptive AutoML framework for online learning.pdf","","","Concept drift; Automated drift adaptation; Automated online learning; Online automl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VX3Q54XF","journalArticle","2024","Nobel, S. M. Nuruzzaman; Sultana, Shirin; Singha, Sondip Poul; Chaki, Sudipto; Mahi, Md Julkar Nayeen; Jan, Tony; Barros, Alistair; Whaiduzzaman, Md","Unmasking Banking Fraud: Unleashing the Power of Machine Learning and Explainable AI (XAI) on Imbalanced Data","Information","","2078-2489","10.3390/info15060298","https://www.mdpi.com/2078-2489/15/6/298","Recognizing fraudulent activity in the banking system is essential due to the significant risks involved. When fraudulent transactions are vastly outnumbered by non-fraudulent ones, dealing with imbalanced datasets can be difficult. This study aims to determine the best model for detecting fraud by comparing four commonly used machine learning algorithms: Support Vector Machine (SVM), XGBoost, Decision Tree, and Logistic Regression. Additionally, we utilized the Synthetic Minority Over-sampling Technique (SMOTE) to address the issue of class imbalance. The XGBoost Classifier proved to be the most successful model for fraud detection, with an accuracy of 99.88%. We utilized SHAP and LIME analyses to provide greater clarity into the decision-making process of the XGBoost model and improve overall comprehension. This research shows that the XGBoost Classifier is highly effective in detecting banking fraud on imbalanced datasets, with an impressive accuracy score. The interpretability of the XGBoost Classifier model was further enhanced by applying SHAP and LIME analysis, which shed light on the significant features that contribute to fraud detection. The insights and findings presented here are valuable contributions to the ongoing efforts aimed at developing effective fraud detection systems for the banking industry.","2024-06","2026-01-28 00:11:00","2026-01-28 00:11:00","2026-01-28 00:11:00","298","","6","15","","","Unmasking Banking Fraud","","","","","Multidisciplinary Digital Publishing Institute","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","","","C:\Users\T470s\Zotero\storage\G2FWQNST\Nobel et al. - 2024 - Unmasking Banking Fraud Unleashing the Power of Machine Learning and Explainable AI (XAI) on Imbala.pdf","","","fraud detection; machine learning; decision tree; LIME analysis; logistic regression; oversampling SMOTE; SHAP analysis; SVM; XGBoost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
